<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.10.17	00:00:00	14.640	14.710	14.569	14.598	14549	0	0
2018.10.18	00:00:00	14.598	14.642	14.442	14.565	15248	0	0
2018.10.19	00:00:00	14.566	14.703	14.550	14.619	14778	0	0
2018.10.21	00:00:00	14.644	14.645	14.621	14.633	588	0	0
2018.10.22	00:00:00	14.632	14.677	14.507	14.550	14144	0	0
2018.10.23	00:00:00	14.548	14.794	14.505	14.743	15831	0	0
2018.10.24	00:00:00	14.742	14.789	14.637	14.678	15032	0	0
2018.10.25	00:00:00	14.679	14.764	14.588	14.622	15570	0	0
2018.10.26	00:00:00	14.620	14.760	14.567	14.688	16585	0	0
2018.10.28	00:00:00	14.677	14.693	14.612	14.676	541	0	0
2018.10.29	00:00:00	14.677	14.748	14.404	14.476	20001	0	0
2018.10.30	00:00:00	14.475	14.517	14.364	14.451	14149	0	0
2018.10.31	00:00:00	14.452	14.456	14.230	14.268	14902	0	0
2018.11.01	00:00:00	14.267	14.807	14.265	14.732	17557	0	0
2018.11.02	00:00:00	14.732	14.896	14.635	14.727	19590	0	0
2018.11.04	00:00:00	14.729	14.747	14.729	14.739	282	0	0
2018.11.05	00:00:00	14.741	14.754	14.591	14.629	14507	0	0
2018.11.06	00:00:00	14.629	14.700	14.475	14.532	15310	0	0
2018.11.07	00:00:00	14.530	14.709	14.469	14.553	18242	0	0
2018.11.08	00:00:00	14.553	14.578	14.374	14.420	15868	0	0
2018.11.09	00:00:00	14.421	14.423	14.096	14.145	17115	0	0
2018.11.11	00:00:00	14.153	14.174	14.152	14.174	311	0	0
2018.11.12	00:00:00	14.174	14.197	13.972	14.013	14118	0	0
2018.11.13	00:00:00	14.012	14.113	13.945	14.010	17449	0	0
2018.11.14	00:00:00	14.011	14.180	13.883	14.127	18958	0	0
2018.11.15	00:00:00	14.127	14.336	14.087	14.276	19326	0	0
2018.11.16	00:00:00	14.277	14.409	14.230	14.397	17025	0	0
2018.11.18	00:00:00	14.400	14.404	14.388	14.400	279	0	0
2018.11.19	00:00:00	14.399	14.428	14.339	14.411	14336	0	0
2018.11.20	00:00:00	14.412	14.475	14.221	14.309	18037	0	0
2018.11.21	00:00:00	14.308	14.541	14.268	14.473	15829	0	0
2018.11.22	00:00:00	14.475	14.528	14.436	14.480	9097	0	0
2018.11.23	00:00:00	14.480	14.492	14.179	14.265	13796	0	0
2018.11.25	00:00:00	14.298	14.299	14.275	14.291	281	0	0
2018.11.26	00:00:00	14.292	14.425	14.207	14.234	14196	0	0
2018.11.27	00:00:00	14.235	14.294	14.085	14.142	16016	0	0
2018.11.28	00:00:00	14.142	14.383	14.109	14.311	15985	0	0
2018.11.29	00:00:00	14.311	14.378	14.258	14.299	17904	0	0
2018.11.30	00:00:00	14.298	14.326	14.042	14.164	15429	0	0
2018.12.02	00:00:00	14.233	14.243	14.202	14.221	480	0	0
2018.12.03	00:00:00	14.222	14.551	14.195	14.389	18723	0	0
2018.12.04	00:00:00	14.389	14.648	14.377	14.520	17879	0	0
2018.12.05	00:00:00	14.519	14.527	14.410	14.485	11926	0	0
2018.12.06	00:00:00	14.484	14.495	14.331	14.454	19118	0	0
2018.12.07	00:00:00	14.453	14.631	14.427	14.612	17920	0	0
2018.12.09	00:00:00	14.628	14.628	14.595	14.595	325	0	0
2018.12.10	00:00:00	14.595	14.618	14.467	14.520	17275	0	0
2018.12.11	00:00:00	14.519	14.702	14.499	14.557	17071	0	0
2018.12.12	00:00:00	14.556	14.783	14.529	14.726	16684	0	0
2018.12.13	00:00:00	14.726	14.792	14.671	14.729	15469	0	0
2018.12.14	00:00:00	14.728	14.734	14.482	14.555	15516	0	0
2018.12.16	00:00:00	14.548	14.560	14.543	14.549	181	0	0
2018.12.17	00:00:00	14.548	14.689	14.538	14.651	13145	0	0
2018.12.18	00:00:00	14.653	14.708	14.600	14.622	14129	0	0
2018.12.19	00:00:00	14.621	14.808	14.537	14.608	17521	0	0
2018.12.20	00:00:00	14.608	14.830	14.543	14.768	20412	0	0
2018.12.21	00:00:00	14.770	14.782	14.593	14.615	16145	0	0
2018.12.23	00:00:00	14.652	14.652	14.636	14.650	211	0	0
2018.12.24	00:00:00	14.650	14.790	14.647	14.763	12187	0	0
2018.12.26	00:00:00	14.811	15.154	14.800	15.026	16309	0	0
2018.12.27	00:00:00	15.026	15.255	14.926	15.217	19929	0	0
2018.12.28	00:00:00	15.218	15.379	15.209	15.368	17446	0	0
2018.12.30	00:00:00	15.372	15.372	15.344	15.359	215	0	0
2018.12.31	00:00:00	15.360	15.492	15.311	15.473	13553	0	0
2019.01.02	00:00:00	15.441	15.597	15.307	15.476	19829	0	0
2019.01.03	00:00:00	15.480	15.737	15.474	15.731	21287	0	0
2019.01.04	00:00:00	15.731	15.856	15.572	15.677	20505	0	0
2019.01.06	00:00:00	15.699	15.704	15.679	15.685	273	0	0
2019.01.07	00:00:00	15.685	15.800	15.607	15.645	17318	0	0
2019.01.08	00:00:00	15.646	15.672	15.490	15.656	16050	0	0
2019.01.09	00:00:00	15.655	15.760	15.569	15.728	17742	0	0
2019.01.10	00:00:00	15.727	15.770	15.537	15.567	17581	0	0
2019.01.11	00:00:00	15.568	15.723	15.543	15.580	16483	0	0
2019.01.13	00:00:00	15.594	15.597	15.584	15.587	252	0	0
2019.01.14	00:00:00	15.586	15.647	15.532	15.636	15270	0	0
2019.01.15	00:00:00	15.635	15.683	15.529	15.575	15650	0	0
2019.01.16	00:00:00	15.575	15.631	15.478	15.575	13628	0	0
2019.01.17	00:00:00	15.576	15.601	15.443	15.523	14231	0	0
2019.01.18	00:00:00	15.523	15.565	15.314	15.321	14174	0	0
2019.01.20	00:00:00	15.328	15.339	15.325	15.328	251	0	0
2019.01.21	00:00:00	15.327	15.348	15.178	15.251	9462	0	0
2019.01.22	00:00:00	15.251	15.336	15.168	15.320	12862	0	0
2019.01.23	00:00:00	15.321	15.419	15.257	15.355	13885	0	0
2019.01.24	00:00:00	15.354	15.380	15.229	15.303	14266	0	0
2019.01.25	00:00:00	15.303	15.738	15.279	15.734	14218	0	0
2019.01.27	00:00:00	15.719	15.726	15.708	15.712	291	0	0
2019.01.28	00:00:00	15.711	15.802	15.593	15.736	13478	0	0
2019.01.29	00:00:00	15.737	15.900	15.705	15.815	14360	0	0
2019.01.30	00:00:00	15.816	16.088	15.808	16.039	16751	0	0
2019.01.31	00:00:00	16.040	16.171	15.981	16.033	15889	0	0
2019.02.01	00:00:00	16.034	16.063	15.878	15.886	14884	0	0
2019.02.03	00:00:00	15.892	15.898	15.882	15.890	219	0	0
2019.02.04	00:00:00	15.888	15.907	15.678	15.840	12728	0	0
2019.02.05	00:00:00	15.841	15.914	15.800	15.835	12883	0	0
2019.02.06	00:00:00	15.834	15.851	15.632	15.648	12299	0	0
2019.02.07	00:00:00	15.649	15.741	15.631	15.732	13682	0	0
2019.02.08	00:00:00	15.733	15.851	15.645	15.816	12785	0	0
2019.02.10	00:00:00	15.800	15.813	15.800	15.811	164	0	0
2019.02.11	00:00:00	15.808	15.826	15.655	15.689	12086	0	0
2019.02.12	00:00:00	15.689	15.814	15.656	15.692	12137	0	0
2019.02.13	00:00:00	15.693	15.800	15.530	15.582	13128	0	0
2019.02.14	00:00:00	15.582	15.674	15.474	15.603	14662	0	0
2019.02.15	00:00:00	15.602	15.788	15.548	15.768	13087	0	0
2019.02.17	00:00:00	15.764	15.770	15.759	15.769	279	0	0
2019.02.18	00:00:00	15.768	15.842	15.748	15.801	8407	0	0
2019.02.19	00:00:00	15.801	15.990	15.731	15.955	13918	0	0
2019.02.20	00:00:00	15.954	16.198	15.946	16.064	16103	0	0
2019.02.21	00:00:00	16.065	16.088	15.781	15.831	17604	0	0
2019.02.22	00:00:00	15.832	15.962	15.797	15.903	14486	0	0
2019.02.24	00:00:00	15.895	15.916	15.895	15.907	268	0	0
2019.02.25	00:00:00	15.907	15.990	15.835	15.882	15398	0	0
2019.02.26	00:00:00	15.881	15.923	15.779	15.915	13929	0	0
2019.02.27	00:00:00	15.917	16.173	15.686	15.739	12622	0	0
2019.02.28	00:00:00	15.739	15.809	15.563	15.608	14391	0	0
2019.03.01	00:00:00	15.607	15.622	15.131	15.192	15837	0	0
2019.03.03	00:00:00	15.220	15.238	15.216	15.217	349	0	0
2019.03.04	00:00:00	15.218	15.262	15.048	15.073	15430	0	0
2019.03.05	00:00:00	15.072	15.153	15.033	15.128	14919	0	0
2019.03.06	00:00:00	15.128	15.144	15.034	15.070	13006	0	0
2019.03.07	00:00:00	15.069	15.107	14.967	15.028	13604	0	0
2019.03.08	00:00:00	15.027	15.355	14.992	15.319	15293	0	0
2019.03.10	00:00:00	15.302	15.314	15.292	15.307	254	0	0
2019.03.11	00:00:00	15.308	15.340	15.200	15.293	12607	0	0
2019.03.12	00:00:00	15.294	15.460	15.288	15.430	12633	0	0
2019.03.13	00:00:00	15.428	15.521	15.410	15.431	11421	0	0
2019.03.14	00:00:00	15.431	15.439	15.125	15.170	13560	0	0
2019.03.15	00:00:00	15.171	15.376	15.158	15.275	12810	0	0
2019.03.17	00:00:00	15.285	15.286	15.252	15.255	434	0	0
2019.03.18	00:00:00	15.254	15.408	15.211	15.325	11887	0	0
2019.03.19	00:00:00	15.326	15.431	15.305	15.357	10869	0	0
2019.03.20	00:00:00	15.356	15.541	15.259	15.498	13930	0	0
2019.03.21	00:00:00	15.498	15.621	15.367	15.444	14807	0	0
2019.03.22	00:00:00	15.443	15.533	15.349	15.422	14833	0	0
2019.03.24	00:00:00	15.423	15.425	15.389	15.395	408	0	0
2019.03.25	00:00:00	15.392	15.568	15.375	15.518	12583	0	0
2019.03.26	00:00:00	15.517	15.542	15.380	15.423	12943	0	0
2019.03.27	00:00:00	15.422	15.465	15.250	15.266	15014	0	0
2019.03.28	00:00:00	15.264	15.320	14.965	15.024	15671	0	0
2019.03.29	00:00:00	15.024	15.189	14.972	15.122	13975	0	0
2019.03.31	00:00:00	15.124	15.145	15.123	15.125	484	0	0
2019.04.01	00:00:00	15.126	15.200	15.045	15.085	14035	0	0
2019.04.02	00:00:00	15.084	15.108	14.928	15.099	11942	0	0
2019.04.03	00:00:00	15.098	15.180	15.028	15.137	12891	0	0
2019.04.04	00:00:00	15.136	15.163	14.888	15.138	12624	0	0
2019.04.05	00:00:00	15.139	15.195	15.056	15.094	12931	0	0
2019.04.07	00:00:00	15.110	15.130	15.102	15.109	471	0	0
2019.04.08	00:00:00	15.107	15.286	15.105	15.230	11801	0	0
2019.04.09	00:00:00	15.228	15.325	15.200	15.212	11658	0	0
2019.04.10	00:00:00	15.211	15.280	15.136	15.217	13510	0	0
2019.04.11	00:00:00	15.217	15.240	14.885	14.958	12760	0	0
2019.04.12	00:00:00	14.955	15.100	14.942	14.956	12176	0	0
2019.04.14	00:00:00	14.974	14.986	14.949	14.955	461	0	0
2019.04.15	00:00:00	14.954	15.023	14.840	15.001	13772	0	0
2019.04.16	00:00:00	15.002	15.002	14.867	14.992	13791	0	0
2019.04.17	00:00:00	14.992	15.084	14.913	14.973	13001	0	0
2019.04.18	00:00:00	14.973	15.017	14.919	14.991	12027	0	0
2019.04.22	00:00:00	15.015	15.067	14.979	14.994	9407	0	0
2019.04.23	00:00:00	14.996	15.023	14.737	14.811	11867	0	0
2019.04.24	00:00:00	14.811	14.974	14.776	14.914	13342	0	0
2019.04.25	00:00:00	14.913	14.997	14.849	14.941	13313	0	0
2019.04.26	00:00:00	14.940	15.067	14.891	15.062	13405	0	0
2019.04.28	00:00:00	15.051	15.059	15.042	15.042	482	0	0
2019.04.29	00:00:00	15.044	15.049	14.869	14.912	11754	0	0
2019.04.30	00:00:00	14.913	14.997	14.806	14.933	13552	0	0
2019.05.01	00:00:00	14.933	14.945	14.591	14.678	14449	0	0
2019.05.02	00:00:00	14.676	14.711	14.552	14.611	13935	0	0
2019.05.03	00:00:00	14.610	14.963	14.582	14.913	12976	0	0
2019.05.05	00:00:00	14.917	14.956	14.896	14.908	1350	0	0
2019.05.06	00:00:00	14.907	14.918	14.746	14.910	14217	0	0
2019.05.07	00:00:00	14.909	14.928	14.786	14.898	13890	0	0
2019.05.08	00:00:00	14.899	14.956	14.812	14.831	12715	0	0
2019.05.09	00:00:00	14.831	14.851	14.686	14.752	14207	0	0
2019.05.10	00:00:00	14.753	14.830	14.723	14.764	13835	0	0
2019.05.12	00:00:00	14.761	14.770	14.739	14.740	614	0	0
2019.05.13	00:00:00	14.740	14.794	14.606	14.776	11815	0	0
2019.05.14	00:00:00	14.777	14.841	14.725	14.788	12749	0	0
2019.05.15	00:00:00	14.788	14.841	14.748	14.774	11976	0	0
2019.05.16	00:00:00	14.775	14.807	14.513	14.528	10929	0	0
2019.05.17	00:00:00	14.529	14.537	14.385	14.397	10207	0	0
2019.05.19	00:00:00	14.415	14.432	14.415	14.430	480	0	0
2019.05.20	00:00:00	14.431	14.467	14.373	14.455	10274	0	0
2019.05.21	00:00:00	14.456	14.460	14.366	14.444	9366	0	0
2019.05.22	00:00:00	14.444	14.485	14.385	14.439	8833	0	0
2019.05.23	00:00:00	14.438	14.632	14.408	14.591	11681	0	0
2019.05.24	00:00:00	14.591	14.599	14.524	14.549	9672	0	0
2019.05.26	00:00:00	14.561	14.568	14.555	14.560	398	0	0
2019.05.27	00:00:00	14.559	14.614	14.545	14.578	4983	0	0
2019.05.28	00:00:00	14.578	14.592	14.284	14.349	10350	0	0
2019.05.29	00:00:00	14.349	14.467	14.338	14.399	10938	0	0
2019.05.30	00:00:00	14.399	14.560	14.355	14.516	10660	0	0
2019.05.31	00:00:00	14.517	14.671	14.469	14.564	13874	0	0
2019.06.02	00:00:00	14.570	14.613	14.570	14.612	599	0	0
2019.06.03	00:00:00	14.610	14.819	14.568	14.764	14369	0	0
2019.06.04	00:00:00	14.763	14.843	14.649	14.805	14616	0	0
2019.06.05	00:00:00	14.806	15.028	14.758	14.796	17170	0	0
2019.06.06	00:00:00	14.795	14.983	14.735	14.860	14413	0	0
2019.06.07	00:00:00	14.859	15.137	14.844	14.998	12962	0	0
2019.06.09	00:00:00	14.959	14.975	14.948	14.967	584	0	0
2019.06.10	00:00:00	14.966	14.992	14.632	14.702	13442	0	0
2019.06.11	00:00:00	14.701	14.786	14.640	14.742	11908	0	0
2019.06.12	00:00:00	14.741	14.864	14.715	14.764	14644	0	0
2019.06.13	00:00:00	14.764	14.923	14.730	14.917	12986	0	0
2019.06.14	00:00:00	14.916	15.105	14.784	14.853	15605	0	0
2019.06.16	00:00:00	14.862	14.865	14.810	14.815	402	0	0
2019.06.17	00:00:00	14.814	14.892	14.766	14.820	13299	0	0
2019.06.18	00:00:00	14.822	15.070	14.804	14.991	16644	0	0
2019.06.19	00:00:00	14.991	15.162	14.906	15.114	16866	0	0
2019.06.20	00:00:00	15.115	15.500	15.112	15.444	23890	0	0
2019.06.21	00:00:00	15.445	15.540	15.149	15.326	24370	0	0
2019.06.23	00:00:00	15.340	15.418	15.338	15.396	1550	0	0
2019.06.24	00:00:00	15.397	15.474	15.281	15.457	19397	0	0
2019.06.25	00:00:00	15.456	15.496	15.264	15.299	26867	0	0
2019.06.26	00:00:00	15.300	15.341	15.166	15.277	21637	0	0
2019.06.27	00:00:00	15.277	15.283	15.150	15.258	17514	0	0
2019.06.28	00:00:00	15.260	15.327	15.197	15.300	18567	0	0
2019.06.30	00:00:00	15.147	15.227	15.142	15.181	1891	0	0
2019.07.01	00:00:00	15.180	15.288	15.110	15.134	19617	0	0
2019.07.02	00:00:00	15.135	15.371	15.034	15.367	19117	0	0
2019.07.03	00:00:00	15.371	15.448	15.189	15.291	19891	0	0
2019.07.04	00:00:00	15.292	15.319	15.207	15.303	10599	0	0
2019.07.05	00:00:00	15.304	15.308	14.883	14.989	17699	0	0
2019.07.07	00:00:00	14.987	14.991	14.948	14.962	1042	0	0
2019.07.08	00:00:00	14.962	15.110	14.954	15.000	15665	0	0
2019.07.09	00:00:00	14.999	15.119	14.933	15.077	14999	0	0
2019.07.10	00:00:00	15.078	15.271	15.031	15.264	17214	0	0
2019.07.11	00:00:00	15.266	15.299	15.089	15.105	16890	0	0
2019.07.12	00:00:00	15.104	15.236	15.040	15.205	14789	0	0
2019.07.14	00:00:00	15.227	15.245	15.193	15.216	782	0	0
2019.07.15	00:00:00	15.216	15.409	15.151	15.379	14416	0	0
2019.07.16	00:00:00	15.381	15.680	15.299	15.538	17441	0	0
2019.07.17	00:00:00	15.537	15.974	15.506	15.923	17036	0	0
2019.07.18	00:00:00	15.924	16.390	15.908	16.310	22880	0	0
2019.07.19	00:00:00	16.311	16.571	16.047	16.192	22574	0	0
2019.07.21	00:00:00	16.217	16.231	16.172	16.190	898	0	0
2019.07.22	00:00:00	16.190	16.414	16.158	16.320	18319	0	0
2019.07.23	00:00:00	16.317	16.522	16.164	16.342	19734	0	0
2019.07.24	00:00:00	16.343	16.632	16.340	16.596	15308	0	0
2019.07.25	00:00:00	16.594	16.633	16.311	16.413	18418	0	0
2019.07.26	00:00:00	16.414	16.503	16.320	16.370	14036	0	0
2019.07.28	00:00:00	16.405	16.405	16.360	16.362	540	0	0
2019.07.29	00:00:00	16.363	16.458	16.321	16.422	12541	0	0
2019.07.30	00:00:00	16.422	16.588	16.384	16.540	11113	0	0
2019.07.31	00:00:00	16.543	16.555	16.185	16.245	14142	0	0
2019.08.01	00:00:00	16.246	16.365	15.909	16.287	19912	0	0
2019.08.02	00:00:00	16.292	16.335	16.029	16.187	20852	0	0
2019.08.04	00:00:00	16.195	16.203	16.168	16.170	612	0	0
2019.08.05	00:00:00	16.169	16.554	16.105	16.479	21489	0	0
2019.08.06	00:00:00	16.479	16.491	16.343	16.464	17232	0	0
2019.08.07	00:00:00	16.465	17.226	16.460	17.084	23020	0	0
2019.08.08	00:00:00	17.083	17.193	16.792	17.003	20934	0	0
2019.08.09	00:00:00	17.001	17.122	16.850	16.949	16878	0	0
2019.08.11	00:00:00	16.951	16.997	16.941	16.992	615	0	0
2019.08.12	00:00:00	16.991	17.143	16.798	17.062	16105	0	0
2019.08.13	00:00:00	17.059	17.492	16.520	16.961	23206	0	0
2019.08.14	00:00:00	16.960	17.308	16.858	17.225	23355	0	0
2019.08.15	00:00:00	17.226	17.373	17.087	17.275	20497	0	0
2019.08.16	00:00:00	17.276	17.316	17.037	17.083	16522	0	0
2019.08.18	00:00:00	17.089	17.118	17.075	17.076	547	0	0
2019.08.19	00:00:00	17.080	17.119	16.837	16.868	15931	0	0
2019.08.20	00:00:00	16.866	17.175	16.842	17.110	13783	0	0
2019.08.21	00:00:00	17.111	17.185	16.981	17.112	13794	0	0
2019.08.22	00:00:00	17.111	17.131	16.928	17.010	13625	0	0
2019.08.23	00:00:00	17.009	17.463	16.966	17.406	16056	0	0
2019.08.25	00:00:00	17.627	17.723	17.570	17.670	1831	0	0
2019.08.26	00:00:00	17.669	17.758	17.513	17.650	21599	0	0
2019.08.27	00:00:00	17.645	18.192	17.622	18.173	18309	0	0
2019.08.28	00:00:00	18.172	18.490	18.049	18.323	17639	0	0
2019.08.29	00:00:00	18.322	18.635	18.032	18.267	22849	0	0
2019.08.30	00:00:00	18.266	18.457	18.053	18.343	22894	0	0
2019.09.01	00:00:00	18.415	18.547	18.408	18.449	899	0	0
2019.09.02	00:00:00	18.446	18.535	18.251	18.377	14330	0	0
2019.09.03	00:00:00	18.376	19.353	18.319	19.341	23007	0	0
2019.09.04	00:00:00	19.342	19.631	19.171	19.549	25562	0	0
2019.09.05	00:00:00	19.548	19.557	18.469	18.655	26851	0	0
2019.09.06	00:00:00	18.657	18.780	17.954	18.146	29711	0	0
2019.09.08	00:00:00	18.071	18.179	18.046	18.164	1055	0	0
2019.09.09	00:00:00	18.165	18.292	17.910	17.940	24457	0	0
2019.09.10	00:00:00	17.941	18.156	17.763	17.998	23223	0	0
2019.09.11	00:00:00	17.997	18.228	17.867	18.074	17249	0	0
2019.09.12	00:00:00	18.072	18.450	17.992	18.046	20978	0	0
2019.09.13	00:00:00	18.046	18.174	17.385	17.427	18170	0	0
2019.09.15	00:00:00	17.635	17.759	17.598	17.738	1728	0	0
2019.09.16	00:00:00	17.737	17.984	17.697	17.808	22474	0	0
2019.09.17	00:00:00	17.808	18.074	17.735	17.987	22173	0	0
2019.09.18	00:00:00	17.988	18.027	17.507	17.663	23266	0	0
2019.09.19	00:00:00	17.662	17.924	17.583	17.786	23578	0	0
2019.09.20	00:00:00	17.787	17.966	17.736	17.950	19565	0	0
2019.09.22	00:00:00	17.942	17.975	17.934	17.973	1010	0	0
2019.09.23	00:00:00	17.970	18.688	17.943	18.606	25485	0	0
2019.09.24	00:00:00	18.606	18.719	18.238	18.617	26606	0	0
2019.09.25	00:00:00	18.616	18.667	17.802	17.971	26425	0	0
2019.09.26	00:00:00	17.972	18.034	17.722	17.857	26315	0	0
2019.09.27	00:00:00	17.858	17.884	17.280	17.511	27044	0	0
2019.09.29	00:00:00	17.529	17.586	17.511	17.512	1005	0	0
2019.09.30	00:00:00	17.513	17.553	16.915	17.022	27488	0	0
2019.10.01	00:00:00	17.021	17.318	16.884	17.302	26849	0	0
2019.10.02	00:00:00	17.303	17.657	17.178	17.568	25547	0	0
2019.10.03	00:00:00	17.568	17.779	17.454	17.607	24792	0	0
2019.10.04	00:00:00	17.606	17.661	17.282	17.533	21123	0	0
2019.10.06	00:00:00	17.573	17.575	17.509	17.544	485	0	0
2019.10.07	00:00:00	17.542	17.596	17.374	17.397	19179	0	0
2019.10.08	00:00:00	17.398	17.792	17.257	17.761	26325	0	0
2019.10.09	00:00:00	17.759	17.939	17.654	17.823	24580	0	0
2019.10.10	00:00:00	17.820	17.850	17.408	17.502	26088	0	0
2019.10.11	00:00:00	17.498	17.735	17.329	17.526	26201	0	0
2019.10.13	00:00:00	17.509	17.517	17.451	17.468	920	0	0
2019.10.14	00:00:00	17.467	17.682	17.411	17.631	20093	0	0
2019.10.15	00:00:00	17.631	17.717	17.335	17.414	20153	0	0
2019.10.16	00:00:00	17.413	17.454	17.149	17.384	20535	0	0
2019.10.17	00:00:00	17.385	17.624	17.298	17.538	19244	0	0
2019.10.18	00:00:00	17.537	17.584	17.393	17.536	16121	0	0
2019.10.20	00:00:00	17.558	17.560	17.531	17.558	577	0	0
2019.10.21	00:00:00	17.557	17.857	17.495	17.546	18433	0	0
2019.10.22	00:00:00	17.545	17.650	17.417	17.533	17846	0	0
2019.10.23	00:00:00	17.534	17.603	17.490	17.540	15488	0	0
2019.10.24	00:00:00	17.541	17.826	17.463	17.786	16876	0	0
2019.10.25	00:00:00	17.787	18.314	17.775	18.021	21466	0	0
2019.10.27	00:00:00	17.984	18.013	17.981	18.010	796	0	0
2019.10.28	00:00:00	18.009	18.119	17.771	17.800	20501	0	0
2019.10.29	00:00:00	17.800	17.881	17.594	17.771	20829	0	0
2019.10.30	00:00:00	17.771	17.945	17.575	17.833	21041	0	0
2019.10.31	00:00:00	17.834	18.156	17.779	18.072	23041	0	0
2019.11.01	00:00:00	18.073	18.133	17.923	18.101	18638	0	0
2019.11.03	00:00:00	18.097	18.114	18.091	18.107	394	0	0
2019.11.04	00:00:00	18.108	18.203	17.951	18.003	18566	0	0
2019.11.05	00:00:00	18.002	18.072	17.521	17.576	22395	0	0
2019.11.06	00:00:00	17.577	17.633	17.370	17.600	20296	0	0
2019.11.07	00:00:00	17.599	17.650	16.945	17.101	23582	0	0
2019.11.08	00:00:00	17.099	17.107	16.680	16.790	23581	0	0
2019.11.10	00:00:00	16.799	16.825	16.786	16.821	411	0	0
2019.11.11	00:00:00	16.819	16.923	16.652	16.821	18764	0	0
2019.11.12	00:00:00	16.820	16.885	16.632	16.798	22228	0	0
2019.11.13	00:00:00	16.799	17.012	16.759	16.947	21604	0	0
2019.11.14	00:00:00	16.946	17.088	16.866	16.979	20144	0	0
2019.11.15	00:00:00	16.980	17.018	16.808	16.933	17948	0	0
2019.11.17	00:00:00	16.954	16.982	16.946	16.975	294	0	0
2019.11.18	00:00:00	16.976	17.043	16.727	17.028	18798	0	0
2019.11.19	00:00:00	17.027	17.170	16.956	17.153	20186	0	0
2019.11.20	00:00:00	17.155	17.192	17.017	17.162	21288	0	0
2019.11.21	00:00:00	17.164	17.168	17.027	17.098	20159	0	0
2019.11.22	00:00:00	17.097	17.220	16.981	16.988	13619	0	0
2019.11.24	00:00:00	16.935	16.936	16.883	16.909	364	0	0
2019.11.25	00:00:00	16.908	16.981	16.838	16.841	12746	0	0
2019.11.26	00:00:00	16.840	17.100	16.803	17.065	12273	0	0
2019.11.27	00:00:00	17.064	17.078	16.918	16.975	11357	0	0
2019.11.28	00:00:00	16.976	17.001	16.903	16.934	7097	0	0
2019.11.29	00:00:00	16.935	17.029	16.845	17.004	10028	0	0
2019.12.01	00:00:00	16.986	16.986	16.960	16.964	262	0	0
2019.12.02	00:00:00	16.963	16.981	16.811	16.899	11634	0	0
2019.12.03	00:00:00	16.901	17.189	16.860	17.146	14121	0	0
2019.12.04	00:00:00	17.145	17.285	16.789	16.854	16894	0	0
2019.12.05	00:00:00	16.853	17.001	16.807	16.948	13001	0	0
2019.12.06	00:00:00	16.947	17.023	16.517	16.568	12660	0	0
2019.12.08	00:00:00	16.544	16.578	16.542	16.575	328	0	0
2019.12.09	00:00:00	16.576	16.670	16.514	16.587	10142	0	0
2019.12.10	00:00:00	16.585	16.702	16.567	16.643	11190	0	0
2019.12.11	00:00:00	16.641	16.948	16.590	16.853	13814	0	0
2019.12.12	00:00:00	16.853	17.106	16.758	16.873	17621	0	0
2019.12.13	00:00:00	16.877	17.016	16.831	16.932	15528	0	0
2019.12.15	00:00:00	16.934	16.936	16.912	16.917	249	0	0
2019.12.16	00:00:00	16.916	17.071	16.890	17.017	10495	0	0
2019.12.17	00:00:00	17.018	17.098	16.950	16.985	10073	0	0
2019.12.18	00:00:00	16.984	17.053	16.871	17.009	9275	0	0
2019.12.19	00:00:00	17.008	17.110	16.887	17.042	9275	0	0
2019.12.20	00:00:00	17.041	17.243	17.017	17.158	9672	0	0
2019.12.22	00:00:00	17.174	17.187	17.169	17.183	222	0	0
2019.12.23	00:00:00	17.185	17.441	17.167	17.423	10882	0	0
2019.12.24	00:00:00	17.424	17.768	17.359	17.737	10505	0	0
2019.12.26	00:00:00	17.954	18.036	17.746	17.902	11568	0	0
2019.12.27	00:00:00	17.903	17.958	17.732	17.737	13463	0	0
2019.12.29	00:00:00	17.768	17.810	17.767	17.803	287	0	0
2019.12.30	00:00:00	17.805	17.947	17.771	17.903	11115	0	0
2019.12.31	00:00:00	17.904	18.129	17.809	17.929	11767	0	0
2020.01.02	00:00:00	17.882	18.080	17.777	18.015	13377	0	0
2020.01.03	00:00:00	18.014	18.256	17.984	18.012	18663	0	0
2020.01.05	00:00:00	18.200	18.287	18.153	18.162	1367	0	0
2020.01.06	00:00:00	18.159	18.490	18.002	18.105	19907	0	0
2020.01.07	00:00:00	18.104	18.589	17.937	18.569	20556	0	0
2020.01.08	00:00:00	18.568	18.840	18.045	18.114	27909	0	0
2020.01.09	00:00:00	18.118	18.190	17.788	17.898	19426	0	0
2020.01.10	00:00:00	17.899	18.137	17.832	18.065	14323	0	0
2020.01.12	00:00:00	18.059	18.077	18.019	18.042	385	0	0
2020.01.13	00:00:00	18.044	18.064	17.908	17.914	12589	0	0
2020.01.14	00:00:00	17.915	17.926	17.670	17.820	15700	0	0
2020.01.15	00:00:00	17.819	18.024	17.738	18.002	14809	0	0
2020.01.16	00:00:00	18.003	18.035	17.856	17.937	12955	0	0
2020.01.17	00:00:00	17.935	18.157	17.891	18.004	13032	0	0
2020.01.19	00:00:00	18.043	18.043	18.011	18.025	349	0	0
