<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.10	10146.24	10178.73	9728.16	9840.72	84990	0	0
2020.02.11	9840.79	10360.07	9701.49	10251.92	83531	0	0
2020.02.12	10251.84	10452.48	10237.79	10335.39	84794	0	0
2020.02.13	10335.49	10483.92	10068.81	10222.82	85867	0	0
2020.02.14	10222.73	10371.89	10098.54	10347.18	84532	0	0
2020.02.15	10347.19	10370.77	9757.18	9897.09	84906	0	0
2020.02.16	9897.27	10035.10	9611.45	9914.43	85462	0	0
2020.02.17	9911.35	9960.82	9467.72	9700.45	86184	0	0
2020.02.18	9700.77	10270.79	9605.78	10178.64	85519	0	0
2020.02.19	10179.24	10290.39	9292.78	9580.39	85841	0	0
2020.02.20	9578.08	9682.72	9386.08	9599.34	85773	0	0
2020.02.21	9599.63	9760.00	9563.30	9689.68	85300	0	0
2020.02.22	9689.77	9716.35	9540.69	9658.31	84990	0	0
2020.02.23	9658.55	10004.14	9653.20	9962.54	85283	0	0
2020.02.24	9962.21	10021.47	9474.74	9655.47	86441	0	0
2020.02.25	9655.90	9673.95	9226.65	9302.84	86148	0	0
2020.02.26	9303.12	9365.85	8637.20	8775.22	87423	0	0
2020.02.27	8776.68	8965.02	8527.60	8812.67	86700	0	0
2020.02.28	8812.87	8897.44	8434.99	8705.27	86749	0	0
2020.02.29	8703.60	8800.33	8520.74	8524.32	85529	0	0
2020.03.01	8524.59	8750.12	8394.34	8523.44	85872	0	0
2020.03.02	8524.85	8973.65	8494.84	8915.58	85710	0	0
2020.03.03	8916.57	8924.89	8657.91	8759.26	86176	0	0
2020.03.04	8759.39	8849.37	8674.50	8761.82	85230	0	0
2020.03.05	8761.92	9169.10	8761.05	9063.51	85670	0	0
2020.03.06	9063.88	9178.84	8992.81	9155.21	85151	0	0
2020.03.07	9154.96	9211.70	8854.99	8894.65	85119	0	0
2020.03.08	8894.44	8894.44	7982.94	8039.63	77634	0	0
2020.03.09	8038.96	8179.94	7626.97	7933.86	90359	0	0
2020.03.10	7934.31	8156.39	7735.04	7894.81	87798	0	0
2020.03.11	7894.83	7986.64	7587.74	7938.90	87295	0	0
2020.03.12	7938.84	7970.29	4675.58	4862.26	112830	0	0
2020.03.13	4865.77	5973.58	3900.68	5620.70	119129	0	0
2020.03.14	5620.06	5654.69	5047.55	5161.84	99583	0	0
2020.03.15	5162.54	5961.30	5092.10	5354.65	99232	0	0
2020.03.16	5354.72	5358.87	4438.45	5039.43	111421	0	0
2020.03.17	5038.90	5557.44	4938.91	5329.94	101634	0	0
2020.03.18	5330.39	5449.54	5019.35	5409.64	99716	0	0
2020.03.19	5410.20	6414.07	5264.69	6176.39	98847	0	0
2020.03.20	6176.90	6929.83	5667.51	6200.68	105128	0	0
2020.03.21	6202.11	6447.78	5861.92	6184.00	99587	0	0
2020.03.22	6185.41	6404.44	5729.62	5807.86	97562	0	0
2020.03.23	5809.22	6609.87	5690.83	6490.92	100404	0	0
2020.03.24	6491.94	6851.65	6400.35	6760.12	97655	0	0
2020.03.25	6760.40	6972.88	6462.76	6679.63	94338	0	0
2020.03.26	6680.57	6787.46	6525.18	6751.71	89720	0	0
2020.03.27	6752.21	6863.64	6266.70	6366.19	88434	0	0
2020.03.28	6366.40	6366.43	6036.22	6248.23	89768	0	0
2020.03.29	6246.70	6272.91	5873.43	5875.70	84885	0	0
2020.03.30	5876.64	6616.72	5840.23	6402.53	89859	0	0
2020.03.31	6402.29	6522.26	6335.09	6422.32	87600	0	0
2020.04.01	6422.50	6695.80	6159.47	6662.43	88527	0	0
2020.04.02	6662.26	7237.82	6571.44	6796.53	90462	0	0
2020.04.03	6797.24	7041.53	6608.03	6736.96	89315	0	0
2020.04.04	6737.08	6999.90	6657.03	6869.96	88401	0	0
2020.04.05	6869.70	6908.13	6676.44	6774.64	82727	0	0
2020.04.06	6774.10	7350.31	6770.08	7330.12	89076	0	0
2020.04.07	7329.57	7456.99	7068.72	7193.36	87964	0	0
2020.04.08	7193.42	7421.65	7149.96	7360.38	87562	0	0
2020.04.09	7357.97	7368.78	7115.09	7281.44	86351	0	0
2020.04.10	7282.23	7296.24	6745.44	6865.91	87614	0	0
2020.04.11	6865.12	6953.01	6769.59	6882.67	85875	0	0
2020.04.12	6882.33	7194.67	6776.56	6907.05	86052	0	0
2020.04.13	6905.18	6905.18	6563.96	6855.74	88504	0	0
2020.04.14	6855.82	6984.73	6766.35	6874.21	86418	0	0
2020.04.15	6873.50	6938.42	6601.50	6618.41	87104	0	0
2020.04.16	6618.57	7199.60	6433.21	7107.05	96895	0	0
2020.04.17	7107.44	7154.52	6993.08	7032.13	90888	0	0
2020.04.18	7032.29	7294.03	7012.57	7256.76	89501	0	0
2020.04.19	7257.49	7272.49	7051.30	7126.57	88924	0	0
2020.04.20	7127.04	7219.77	6749.58	6834.58	95260	0	0
2020.04.21	6834.59	6947.27	6765.46	6846.16	101273	0	0
2020.04.22	6846.52	7164.00	6821.30	7132.19	103057	0	0
2020.04.23	7132.29	7728.14	7027.74	7479.90	112766	0	0
2020.04.24	7481.13	7605.39	7392.60	7504.66	102377	0	0
2020.04.25	7504.97	7696.46	7429.07	7540.06	102612	0	0
2020.04.26	7540.23	7701.29	7474.90	7696.99	102293	0	0
2020.04.27	7697.41	7786.20	7626.08	7775.38	106895	0	0
2020.04.28	7775.91	7779.37	7646.13	7743.96	99148	0	0
2020.04.29	7744.61	8920.20	7702.39	8778.80	117221	0	0
2020.04.30	8778.51	9438.65	8407.69	8630.29	135377	0	0
2020.05.01	8629.53	9064.94	8621.52	8821.90	106106	0	0
2020.05.02	8822.01	9000.53	8751.60	8974.55	93903	0	0
2020.05.03	8974.96	9193.58	8732.70	8896.75	101493	0	0
2020.05.04	8897.66	8960.27	8517.20	8865.69	103457	0	0
2020.05.05	8866.63	9112.00	8755.46	9007.41	97998	0	0
2020.05.06	9007.63	9401.93	8900.07	9147.67	105002	0	0
2020.05.07	9146.45	10046.33	9011.22	9986.17	131627	0	0
2020.05.08	9986.44	10028.61	9702.83	9797.72	118779	0	0
2020.05.09	9797.06	9905.70	9496.71	9519.06	110854	0	0
2020.05.10	9520.35	9555.68	8071.58	8721.34	172353	0	0
2020.05.11	8719.86	9161.32	8194.77	8559.68	176611	0	0
2020.05.12	8560.72	8969.67	8525.69	8811.08	129304	0	0
2020.05.13	8810.87	9403.35	8793.13	9311.03	125385	0	0
2020.05.14	9311.93	9930.26	9247.50	9793.27	130223	0	0
2020.05.15	9793.34	9836.56	9119.92	9295.71	143573	0	0
2020.05.16	9294.93	9581.32	9200.04	9373.33	119470	0	0
2020.05.17	9373.25	9881.23	9316.04	9665.70	115508	0	0
2020.05.18	9665.65	9936.63	9435.68	9721.62	117670	0	0
2020.05.19	9721.79	9884.05	9441.08	9771.05	117876	0	0
2020.05.20	9771.54	9827.74	9294.60	9504.38	113136	0	0
2020.05.21	9504.49	9562.59	8797.45	9050.38	127544	0	0
2020.05.22	9050.76	9255.41	8915.68	9160.01	112164	0	0
2020.05.23	9160.08	9305.16	9075.80	9171.68	102439	0	0
2020.05.24	9171.75	9298.19	8650.60	8701.37	96434	0	0
2020.05.25	8702.72	8974.63	8608.20	8894.57	92109	0	0
2020.05.26	8895.08	9009.15	8683.69	8841.06	91457	0	0
2020.05.27	8840.73	9221.53	8808.84	9201.31	90229	0	0
2020.05.28	9200.93	9619.19	9101.56	9577.34	93504	0	0
2020.05.29	9577.95	9607.38	9314.71	9414.36	90144	0	0
2020.05.30	9414.33	9731.58	9309.86	9697.03	91164	0	0
2020.05.31	9697.38	9699.12	9360.76	9435.25	90629	0	0
2020.06.01	9431.97	10377.05	9405.31	10202.55	92399	0	0
2020.06.02	10203.35	10226.12	9266.29	9515.02	93898	0	0
2020.06.03	9515.41	9677.09	9371.27	9664.47	91093	0	0
2020.06.04	9665.04	9879.02	9443.76	9779.72	92720	0	0
2020.06.05	9778.79	9846.28	9586.77	9605.12	93066	0	0
2020.06.06	9604.62	9727.07	9523.06	9659.04	88709	0	0
2020.06.07	9660.20	9804.75	9374.49	9740.63	90763	0	0
2020.06.08	9741.60	9800.06	9640.50	9777.37	89174	0	0
2020.06.09	9776.78	9877.22	9537.12	9769.68	89683	0	0
2020.06.10	9771.01	9994.47	9678.67	9884.92	89159	0	0
2020.06.11	9885.03	9959.64	9068.35	9263.73	94339	0	0
2020.06.12	9263.90	9543.50	9221.73	9454.98	84678	0	0
2020.06.13	9455.46	9485.16	9340.29	9470.45	87314	0	0
2020.06.14	9470.49	9477.07	9237.88	9323.00	86686	0	0
2020.06.15	9321.97	9499.08	8892.24	9429.82	93911	0	0
2020.06.16	9429.96	9592.32	9375.47	9522.83	91004	0	0
2020.06.17	9522.94	9552.51	9222.10	9455.79	90256	0	0
2020.06.18	9456.44	9478.25	9263.15	9369.19	88442	0	0
2020.06.19	9369.24	9420.74	9220.42	9293.08	89344	0	0
2020.06.20	9293.06	9389.45	9148.47	9351.85	89425	0	0
2020.06.21	9351.21	9410.70	9258.41	9280.62	89184	0	0
2020.06.22	9280.05	9777.36	9257.75	9688.43	89172	0	0
2020.06.23	9689.03	9718.82	9569.09	9626.15	88102	0	0
2020.06.24	9626.22	9667.56	9185.78	9276.28	89820	0	0
2020.06.25	9276.95	9330.97	8981.17	9236.26	90275	0	0
2020.06.26	9235.48	9288.15	9019.03	9150.55	87727	0	0
2020.06.27	9150.58	9182.67	8821.37	8998.68	86104	0	0
2020.06.28	8998.65	9171.54	8925.27	9108.42	85977	0	0
2020.06.29	9104.56	9231.60	9006.17	9184.89	88171	0	0
2020.06.30	9185.36	9198.81	9058.69	9136.45	89725	0	0
2020.07.01	9136.36	9296.79	9083.01	9240.09	93167	0	0
2020.07.02	9240.15	9263.98	8933.65	9088.86	97561	0	0
2020.07.03	9089.03	9131.59	9035.91	9058.33	89924	0	0
2020.07.04	9058.47	9196.43	9041.22	9137.97	88428	0	0
2020.07.05	9138.33	9146.74	8883.48	9075.50	90837	0	0
2020.07.06	9074.36	9371.39	9063.13	9342.89	91651	0	0
2020.07.07	9343.27	9378.66	9191.98	9253.46	87271	0	0
2020.07.08	9252.70	9477.99	9225.64	9434.48	88304	0	0
2020.07.09	9434.23	9445.50	9155.03	9231.09	86381	0	0
2020.07.10	9230.34	9315.23	9104.47	9287.96	85682	0	0
2020.07.11	9288.29	9297.92	9172.62	9229.66	84668	0	0
2020.07.12	9229.81	9339.66	9150.88	9291.32	81737	0	0
2020.07.13	9294.76	9337.38	9191.34	9235.84	85853	0	0
2020.07.14	9235.59	9277.28	9101.48	9252.10	84785	0	0
2020.07.15	9252.08	9271.57	9152.75	9189.49	84453	0	0
2020.07.16	9189.64	9214.69	9018.12	9129.83	86039	0	0
2020.07.17	9129.97	9180.79	9051.71	9153.96	83245	0	0
2020.07.18	9154.11	9205.67	9119.14	9173.26	83699	0	0
2020.07.19	9173.57	9230.47	9099.29	9209.80	84212	0	0
2020.07.20	9209.74	9223.16	9126.63	9156.40	84729	0	0
2020.07.21	9156.33	9441.06	9149.52	9388.46	86858	0	0
2020.07.22	9388.60	9559.42	9263.81	9533.72	85408	0	0
2020.07.23	9533.91	9677.56	9445.56	9612.06	88435	0	0
2020.07.24	9611.11	9643.80	9462.96	9545.77	87841	0	0
2020.07.25	9545.81	9743.89	9530.58	9705.80	88417	0	0
2020.07.26	9705.15	10151.29	9652.81	9930.53	90279	0	0
2020.07.27	9927.25	11391.13	9920.40	11032.95	101265	0	0
2020.07.28	11033.31	11250.85	10579.93	10923.24	98436	0	0
2020.07.29	10923.58	11335.10	10837.49	11101.98	92681	0	0
2020.07.30	11101.29	11183.15	10827.76	11111.53	88189	0	0
2020.07.31	11111.64	11440.75	10973.36	11340.89	89608	0	0
2020.08.01	11341.07	11853.98	11219.49	11793.99	92310	0	0
2020.08.02	11794.20	12087.92	10542.42	11055.68	100047	0	0
2020.08.03	11058.50	11462.91	10919.42	11221.96	91206	0	0
2020.08.04	11222.12	11398.59	11007.49	11186.67	91159	0	0
2020.08.05	11186.83	11785.10	11070.32	11739.70	89908	0	0
2020.08.06	11739.75	11897.41	11566.60	11760.36	89849	0	0
2020.08.07	11760.42	11897.74	11329.79	11594.76	89767	0	0
2020.08.08	11594.90	11804.53	11515.23	11764.60	86153	0	0
2020.08.09	11764.46	11797.34	11522.22	11677.92	86360	0	0
2020.08.10	11678.26	12062.90	11478.34	11892.14	90692	0	0
2020.08.11	11892.05	11937.06	11118.27	11373.81	92952	0	0
2020.08.12	11374.63	11614.50	11143.82	11568.64	88414	0	0
2020.08.13	11568.88	11793.72	11269.24	11789.24	88916	0	0
2020.08.14	11789.70	11862.64	11646.76	11769.14	86968	0	0
2020.08.15	11769.08	11981.77	11685.16	11856.84	89303	0	0
2020.08.16	11856.97	11929.65	11673.67	11915.27	88248	0	0
2020.08.17	11915.73	12467.41	11746.38	12293.95	91851	0	0
2020.08.18	12293.91	12394.04	11821.54	11948.26	91081	0	0
2020.08.19	11948.51	12017.85	11580.00	11760.01	92578	0	0
2020.08.20	11760.09	11890.39	11665.85	11862.64	86617	0	0
2020.08.21	11863.15	11884.80	11485.19	11518.92	88354	0	0
2020.08.22	11519.08	11689.88	11364.66	11671.04	86977	0	0
2020.08.23	11671.12	11715.03	11522.84	11650.80	86077	0	0
2020.08.24	11651.17	11827.17	11585.90	11750.92	85340	0	0
2020.08.25	11750.10	11765.89	11113.50	11319.33	89927	0	0
2020.08.26	11319.39	11535.48	11243.79	11462.15	88434	0	0
2020.08.27	11462.43	11589.87	11124.97	11322.94	91143	0	0
2020.08.28	11323.37	11547.81	11273.84	11530.60	87247	0	0
2020.08.29	11530.63	11583.82	11413.51	11469.57	84349	0	0
2020.08.30	11469.93	11719.27	11456.33	11714.93	85447	0	0
2020.08.31	11715.13	11776.63	11569.95	11652.19	85797	0	0
2020.09.01	11652.79	12056.45	11514.08	11922.62	88076	0	0
2020.09.02	11921.83	11951.69	11171.96	11383.65	91455	0	0
2020.09.03	11383.82	11460.38	9964.24	10150.79	97543	0	0
2020.09.04	10152.97	10630.16	9899.51	10466.71	96714	0	0
2020.09.05	10466.81	10571.34	9826.74	10163.57	105562	0	0
2020.09.06	10161.16	10352.74	9989.01	10255.30	95258	0	0
2020.09.07	10256.93	10408.53	9865.19	10378.15	93944	0	0
2020.09.08	10378.28	10443.92	9833.37	10122.39	96405	0	0
2020.09.09	10121.59	10346.54	9968.59	10222.06	88011	0	0
2020.09.10	10222.49	10492.55	10215.27	10340.02	89660	0	0
2020.09.11	10338.67	10406.76	10199.43	10391.09	87239	0	0
2020.09.12	10390.77	10475.44	10266.17	10433.32	86326	0	0
2020.09.13	10433.62	10572.52	10207.07	10320.41	87191	0	0
2020.09.14	10321.01	10754.90	10239.66	10679.07	88438	0	0
2020.09.15	10680.54	10931.15	10609.38	10779.29	88391	0	0
2020.09.16	10779.51	11086.56	10658.23	10946.19	88956	0	0
2020.09.17	10947.81	11039.96	10740.93	10941.39	87789	0	0
2020.09.18	10941.67	11043.03	10812.57	10933.87	85907	0	0
2020.09.19	10933.93	11177.02	10888.67	11076.55	84057	0	0
2020.09.20	11076.55	11077.28	10758.68	10917.51	84031	0	0
2020.09.21	10917.62	10986.34	10224.43	10419.15	89752	0	0
2020.09.22	10419.55	10576.25	10357.74	10531.61	87108	0	0
2020.09.23	10531.62	10538.96	10135.42	10239.96	86935	0	0
2020.09.24	10240.22	10796.56	10197.11	10738.16	87936	0	0
2020.09.25	10735.58	10762.73	10556.62	10696.10	86649	0	0
2020.09.26	10695.47	10805.63	10656.19	10736.63	84909	0	0
2020.09.27	10736.32	10804.49	10591.19	10781.25	84893	0	0
2020.09.28	10782.09	10950.85	10629.81	10695.36	87294	0	0
2020.09.29	10695.39	10861.27	10632.37	10834.83	85613	0	0
2020.09.30	10835.32	10845.50	10658.54	10779.58	85628	0	0
2020.10.01	10779.95	10929.44	10435.44	10618.01	87781	0	0
2020.10.02	10615.51	10668.96	10379.24	10573.50	87055	0	0
2020.10.03	10573.86	10601.71	10497.95	10549.77	83147	0	0
2020.10.04	10548.09	10697.00	10518.45	10667.52	81447	0	0
2020.10.05	10667.08	10800.31	10621.70	10795.32	82887	0	0
2020.10.06	10796.07	10802.32	10522.76	10599.09	85111	0	0
2020.10.07	10598.87	10679.72	10543.07	10670.45	83075	0	0
2020.10.08	10670.21	10949.74	10530.58	10925.57	84538	0	0
2020.10.09	10925.74	11107.62	10831.17	11050.74	84074	0	0
2020.10.10	11050.05	11480.56	11048.13	11297.40	85533	0	0
2020.10.11	11297.34	11435.14	11252.24	11374.63	82668	0	0
2020.10.12	11374.77	11720.69	11156.97	11532.55	87829	0	0
2020.10.13	11532.66	11555.55	11312.72	11427.26	86899	0	0
2020.10.14	11427.18	11545.92	11288.53	11421.55	85549	0	0
2020.10.15	11421.39	11600.65	11253.90	11499.57	85853	0	0
2020.10.16	11499.50	11538.88	11185.09	11318.21	86258	0	0
2020.10.17	11318.32	11404.51	11257.94	11358.40	81875	0	0
2020.10.18	11358.69	11503.48	11344.11	11500.65	81203	0	0
2020.10.19	11499.98	11818.85	11404.12	11745.91	85792	0	0
2020.10.20	11745.73	12034.92	11673.33	11909.46	88587	0	0
2020.10.21	11909.36	13205.67	11890.11	12805.56	96208	0	0
2020.10.22	12802.10	13188.86	12690.20	12968.22	92079	0	0
2020.10.23	12969.63	13019.96	12719.58	12925.87	88630	0	0
2020.10.24	12926.16	13160.88	12872.50	13108.71	83317	0	0
2020.10.25	13108.19	13343.63	12892.88	13027.85	86986	0	0
2020.10.26	13028.10	13234.32	12766.14	13053.43	90324	0	0
2020.10.27	13053.40	13750.87	13045.23	13657.87	90934	0	0
2020.10.28	13657.90	13821.22	12887.22	13256.06	93473	0	0
2020.10.29	13257.15	13623.32	12964.48	13435.43	92393	0	0
2020.10.30	13434.74	13649.29	13116.36	13519.93	92942	0	0
2020.10.31	13520.26	14005.35	13402.89	13756.33	93364	0	0
2020.11.01	13757.01	13849.00	13596.12	13734.92	86866	0	0
2020.11.02	13735.05	13799.03	13198.48	13549.58	92007	0	0
2020.11.03	13550.37	14039.64	13285.75	14004.85	93119	0	0
2020.11.04	14004.97	14239.92	13520.49	14142.52	95556	0	0
2020.11.05	14143.04	15731.18	14094.95	15584.41	100757	0	0
2020.11.06	15585.30	15918.66	15188.55	15580.86	99547	0	0
2020.11.07	15580.63	15746.88	14324.99	14823.53	98960	0	0
2020.11.08	14824.79	15636.71	14728.68	15475.92	89827	0	0
2020.11.09	15475.42	15824.78	14818.82	15324.93	101119	0	0
2020.11.10	15326.09	15466.73	15075.14	15302.09	93589	0	0
2020.11.11	15302.09	15956.53	15278.75	15690.77	94438	0	0
2020.11.12	15690.85	16319.79	15453.68	16271.00	94765	0	0
2020.11.13	16269.71	16448.34	15959.10	16305.47	91204	0	0
2020.11.14	16305.95	16310.48	15706.05	16056.32	90968	0	0
2020.11.15	16057.15	16132.00	15784.79	15944.82	84160	0	0
2020.11.16	15949.34	16840.68	15863.74	16681.45	92039	0	0
2020.11.17	16683.47	17814.71	16531.81	17641.39	97748	0	0
2020.11.18	17642.51	18443.81	17199.03	17763.55	108160	0	0
2020.11.19	17765.61	18151.86	17337.41	17795.91	101953	0	0
2020.11.20	17796.12	18776.33	17741.56	18629.01	97950	0	0
2020.11.21	18630.20	18914.50	18299.25	18656.45	97061	0	0
2020.11.22	18656.82	18708.96	17606.73	18393.49	100824	0	0
2020.11.23	18397.55	18735.09	17986.01	18363.15	100984	0	0
2020.11.24	18362.10	19403.55	18053.79	19140.56	102145	0	0
2020.11.25	19139.24	19463.12	18488.10	18716.02	97936	0	0
2020.11.26	18712.28	18894.23	16212.15	17168.14	122975	0	0
2020.11.27	17168.02	17474.83	16391.28	17143.54	101663	0	0
2020.11.28	17144.08	17868.37	16875.25	17723.10	93735	0	0
2020.11.29	17718.52	18324.52	17524.28	18172.46	93681	0	0
2020.11.30	18173.73	19810.38	18173.13	19659.11	101868	0	0
2020.12.01	19660.06	19888.68	18074.02	18778.19	108689	0	0
2020.12.02	18781.32	19311.91	18333.55	19211.37	102322	0	0
2020.12.03	19209.17	19597.64	18863.96	19431.95	95258	0	0
2020.12.04	19432.20	19524.62	18560.72	18645.36	95771	0	0
2020.12.05	18643.96	19159.90	18476.29	19127.67	91285	0	0
2020.12.06	19128.54	19396.93	18865.44	19356.93	90673	0	0
2020.12.07	19357.06	19406.17	18892.03	19171.92	89901	0	0
2020.12.08	19172.34	19284.26	18193.73	18318.80	93295	0	0
2020.12.09	18318.59	18632.87	17633.38	18540.37	93874	0	0
2020.12.10	18540.43	18552.48	17898.23	18236.76	94175	0	0
2020.12.11	18237.97	18278.42	17572.86	18025.43	95929	0	0
2020.12.12	18029.25	18923.58	18015.12	18806.86	90474	0	0
2020.12.13	18807.50	19382.10	18711.53	19142.23	90526	0	0
2020.12.14	19147.03	19321.43	18973.56	19252.11	90356	0	0
2020.12.15	19252.30	19534.81	19034.69	19412.27	91157	0	0
2020.12.16	19411.18	21485.07	19275.75	21298.59	96922	0	0
2020.12.17	21302.29	23677.39	21196.61	22780.30	115746	0	0
2020.12.18	22780.12	23239.83	22329.16	23085.32	98227	0	0
2020.12.19	23082.89	24123.23	22740.05	23813.17	100073	0	0
2020.12.20	23811.13	24260.12	23077.01	23442.55	99387	0	0
2020.12.21	23440.81	24084.66	21908.33	22695.26	104884	0	0
2020.12.22	22699.63	23814.72	22354.09	23792.06	102861	0	0
2020.12.23	23793.09	24080.29	22593.62	23191.47	106830	0	0
2020.12.24	23190.78	23759.33	22694.34	23687.94	99614	0	0
2020.12.25	23690.22	24732.43	23394.83	24661.96	98112	0	0
2020.12.26	24661.88	26756.12	24433.74	26430.77	101207	0	0
2020.12.27	26432.37	28307.45	25759.59	26222.99	112661	0	0
2020.12.28	26224.77	27461.99	26062.93	27031.92	104251	0	0
2020.12.29	27033.32	27365.60	25814.21	27330.98	97976	0	0
2020.12.30	27331.57	28982.09	27312.67	28878.24	99302	0	0
2020.12.31	28878.55	29291.01	27754.38	28953.81	95105	0	0
2021.01.01	28956.13	29627.02	28690.07	29376.48	91941	0	0
2021.01.02	29375.96	33241.01	29011.59	32181.44	101702	0	0
2021.01.03	32184.82	34761.47	31962.73	33033.10	107314	0	0
2021.01.04	33038.37	33606.88	28018.06	31981.48	114207	0	0
2021.01.05	31980.51	34476.43	29868.22	33987.44	116772	0	0
2021.01.06	34001.91	36964.03	33304.81	36818.94	111303	0	0
2021.01.07	36824.04	40358.89	36205.43	39439.47	115989	0	0
2021.01.08	39433.73	41928.97	36525.67	40570.64	125466	0	0
2021.01.09	40581.62	41381.46	38729.52	40217.14	110270	0	0
2021.01.10	40206.56	41425.05	34698.37	38137.00	113450	0	0
2021.01.11	38137.97	38243.65	30267.36	35399.29	155601	0	0
2021.01.12	35402.66	36583.25	32478.25	34011.95	130467	0	0
2021.01.13	34011.51	37787.63	32337.96	37343.28	125145	0	0
2021.01.14	37349.15	40037.79	36718.95	39079.81	109035	0	0
2021.01.15	39077.97	39680.62	34346.19	36719.43	118977	0	0
2021.01.16	36719.71	37947.15	35354.24	35991.45	114328	0	0
2021.01.17	35990.76	36857.80	33841.73	35827.84	115495	0	0
2021.01.18	35817.74	37424.75	34763.33	36615.72	110137	0	0
2021.01.19	36609.71	37837.27	35861.96	35895.74	105735	0	0
2021.01.20	35885.55	36421.04	33344.17	35458.18	112768	0	0
2021.01.21	35456.37	35599.45	30019.35	30820.35	128983	0	0
2021.01.22	30825.94	33846.94	28690.14	32950.10	116542	0	0
2021.01.23	32955.30	33474.03	31393.08	32085.13	107303	0	0
2021.01.24	32083.98	32994.99	30944.56	32258.68	103348	0	0
2021.01.25	32272.71	34850.40	31927.95	32241.95	109158	0	0
2021.01.26	32232.82	32913.87	30809.19	32481.08	114791	0	0
2021.01.27	32471.31	32548.26	29138.75	30375.06	119181	0	0
2021.01.28	30377.91	33822.95	29840.36	33435.17	110548	0	0
2021.01.29	33439.08	38596.92	31944.93	34246.84	129619	0	0
2021.01.30	34249.14	34904.90	32792.35	34302.97	116583	0	0
2021.01.31	34305.56	34370.70	32187.10	33102.22	105601	0	0
2021.02.01	33105.24	34699.99	32286.01	33533.37	107828	0	0
2021.02.02	33533.28	35989.18	33426.54	35515.19	102922	0	0
2021.02.03	35516.71	37648.29	35383.44	37626.17	101240	0	0
2021.02.04	37627.67	38671.75	36164.51	36939.83	106034	0	0
2021.02.05	36936.49	38306.75	36560.86	38240.88	98902	0	0
2021.02.06	38246.90	40947.90	38165.37	39209.03	103935	0	0
2021.02.07	39195.84	39695.38	37315.65	38809.10	105256	0	0
2021.02.08	38812.51	46644.02	37998.08	46348.90	111690	0	0
2021.02.09	46356.39	48188.64	44970.20	46500.29	114166	0	0
2021.02.10	46492.29	47345.22	43683.15	44779.93	108209	0	0
2021.02.11	44774.58	48635.23	43948.32	47985.47	106872	0	0
2021.02.12	47984.48	48900.78	46101.76	47376.75	103746	0	0
2021.02.13	47358.84	48199.28	46181.44	47195.40	101123	0	0
2021.02.14	47198.59	49608.00	47032.66	48583.92	98853	0	0
2021.02.15	48589.40	48994.12	45681.18	47906.74	102461	0	0
2021.02.16	47915.45	50515.38	46981.21	49100.21	106489	0	0
2021.02.17	49082.96	52531.86	48879.75	52047.29	102553	0	0
2021.02.18	52038.13	52476.89	50821.11	51547.74	95811	0	0
2021.02.19	51545.94	56289.36	50643.01	55864.67	97771	0	0
2021.02.20	55870.00	57533.99	54042.50	55837.43	100347	0	0
2021.02.21	55815.76	58348.73	55420.88	57441.54	96575	0	0
2021.02.22	57438.18	57535.97	47106.15	54101.76	115894	0	0
2021.02.23	54115.79	54170.34	44892.31	48854.72	147153	0	0
2021.02.24	48867.07	51369.11	46941.09	49677.05	116387	0	0
2021.02.25	49686.74	52080.76	46669.13	47057.73	112097	0	0
2021.02.26	47059.41	48415.16	44030.30	46251.87	127791	0	0
2021.02.27	46257.57	48346.18	44965.59	46168.13	110079	0	0
2021.02.28	46160.28	46652.09	43006.41	45265.48	117860	0	0
2021.03.01	45211.02	49781.18	45016.50	49599.79	106100	0	0
2021.03.02	49592.84	50213.10	47042.43	48475.91	105078	0	0
2021.03.03	48469.89	52618.37	48131.59	50305.48	103563	0	0
2021.03.04	50320.77	51759.34	47462.23	48300.91	114807	0	0
2021.03.05	48310.71	49466.54	46195.41	48745.61	109970	0	0
2021.03.06	48742.83	49178.32	47005.49	48866.71	101017	0	0
2021.03.07	48869.42	51426.15	48869.42	50880.93	99347	0	0
2021.03.08	50928.63	52381.73	49250.42	52381.73	102277	0	0
2021.03.09	52377.79	54877.31	51795.09	54875.84	98736	0	0
2021.03.10	54877.12	57335.26	52970.79	55843.75	105672	0	0
2021.03.11	55849.75	58089.27	54273.02	57745.58	105297	0	0
2021.03.12	57747.27	58021.35	54977.94	57208.48	105988	0	0
2021.03.13	57215.46	61655.54	56006.40	61062.82	103662	0	0
2021.03.14	61070.28	61565.57	58866.35	58892.91	97807	0	0
2021.03.15	58873.69	60528.99	54555.54	55560.34	110333	0	0
2021.03.16	55553.23	56928.91	53217.64	56902.56	110377	0	0
2021.03.17	56904.36	58909.89	54076.25	58843.11	105531	0	0
2021.03.18	58843.03	60072.60	56934.78	57582.39	99695	0	0
2021.03.19	57576.90	59408.89	56203.12	57985.93	99771	0	0
2021.03.20	57985.76	59840.15	57726.96	58099.18	96480	0	0
2021.03.21	58100.11	58580.51	55380.60	57363.49	96930	0	0
2021.03.22	57344.31	58387.45	53648.19	53985.55	105065	0	0
2021.03.23	53987.72	55827.82	52854.06	54257.15	106555	0	0
2021.03.24	54263.38	57234.48	51584.61	52207.58	107851	0	0
2021.03.25	52214.44	53145.40	50218.65	51261.93	115852	0	0
