<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.08.01	00:00:00	1223.900	1224.683	1215.741	1217.771	74675	0	0
2018.08.02	00:00:00	1217.796	1221.032	1207.015	1208.352	77261	0	0
2018.08.03	00:00:00	1208.351	1219.955	1204.451	1213.262	70839	0	0
2018.08.05	00:00:00	1213.690	1215.044	1213.516	1214.790	1573	0	0
2018.08.06	00:00:00	1214.789	1217.817	1206.004	1208.687	70535	0	0
2018.08.07	00:00:00	1208.691	1216.098	1207.771	1212.388	67610	0	0
2018.08.08	00:00:00	1212.391	1215.755	1206.202	1213.255	69448	0	0
2018.08.09	00:00:00	1213.266	1217.244	1210.744	1212.093	70764	0	0
2018.08.10	00:00:00	1212.077	1217.055	1205.726	1211.004	82611	0	0
2018.08.12	00:00:00	1212.460	1213.801	1211.927	1212.318	2155	0	0
2018.08.13	00:00:00	1212.291	1212.562	1191.497	1192.799	88892	0	0
2018.08.14	00:00:00	1192.767	1198.650	1192.057	1193.887	76417	0	0
2018.08.15	00:00:00	1193.888	1194.128	1173.089	1173.750	87899	0	0
2018.08.16	00:00:00	1173.750	1181.960	1160.182	1175.328	93001	0	0
2018.08.17	00:00:00	1175.324	1184.952	1171.900	1184.730	79434	0	0
2018.08.19	00:00:00	1183.230	1183.792	1182.915	1183.535	1707	0	0
2018.08.20	00:00:00	1183.519	1191.251	1182.868	1191.173	71674	0	0
2018.08.21	00:00:00	1191.174	1196.942	1187.643	1195.951	79416	0	0
2018.08.22	00:00:00	1195.993	1201.544	1192.580	1195.066	75882	0	0
2018.08.23	00:00:00	1195.049	1195.440	1183.861	1184.487	78759	0	0
2018.08.24	00:00:00	1184.489	1208.517	1183.097	1205.638	76385	0	0
2018.08.26	00:00:00	1206.470	1207.867	1206.054	1207.786	2329	0	0
2018.08.27	00:00:00	1207.746	1212.319	1203.106	1211.015	70362	0	0
2018.08.28	00:00:00	1211.007	1214.240	1199.616	1202.634	78242	0	0
2018.08.29	00:00:00	1202.634	1207.793	1201.376	1207.132	75833	0	0
2018.08.30	00:00:00	1207.153	1207.216	1196.244	1199.870	79717	0	0
2018.08.31	00:00:00	1199.865	1208.789	1198.273	1200.848	81215	0	0
2018.09.02	00:00:00	1199.640	1200.007	1198.719	1199.095	1723	0	0
2018.09.03	00:00:00	1199.094	1203.818	1195.522	1200.751	54228	0	0
2018.09.04	00:00:00	1200.745	1201.964	1189.626	1191.991	81192	0	0
2018.09.05	00:00:00	1191.990	1198.332	1190.904	1197.074	74276	0	0
2018.09.06	00:00:00	1197.082	1206.918	1195.680	1201.112	80309	0	0
2018.09.07	00:00:00	1201.116	1203.478	1193.405	1195.623	79758	0	0
2018.09.09	00:00:00	1195.010	1196.234	1194.902	1196.117	1686	0	0
2018.09.10	00:00:00	1196.089	1198.421	1191.524	1195.008	70973	0	0
2018.09.11	00:00:00	1195.011	1199.343	1187.715	1197.004	71420	0	0
2018.09.12	00:00:00	1197.005	1208.441	1192.586	1206.205	79607	0	0
2018.09.13	00:00:00	1206.200	1212.615	1200.116	1202.073	78687	0	0
2018.09.14	00:00:00	1202.074	1208.504	1192.897	1193.235	73488	0	0
2018.09.16	00:00:00	1194.160	1194.368	1193.014	1193.366	1706	0	0
2018.09.17	00:00:00	1193.364	1204.765	1192.773	1198.369	76140	0	0
2018.09.18	00:00:00	1198.371	1203.473	1195.844	1199.503	79657	0	0
2018.09.19	00:00:00	1199.496	1206.147	1198.211	1203.945	75241	0	0
2018.09.20	00:00:00	1203.942	1208.365	1201.037	1207.354	78278	0	0
2018.09.21	00:00:00	1207.365	1211.006	1191.846	1199.512	78753	0	0
2018.09.23	00:00:00	1197.680	1198.440	1197.033	1197.935	1502	0	0
2018.09.24	00:00:00	1197.932	1204.111	1194.391	1199.281	70254	0	0
2018.09.25	00:00:00	1199.307	1203.269	1197.039	1201.191	70191	0	0
2018.09.26	00:00:00	1201.194	1202.393	1190.490	1196.461	77666	0	0
2018.09.27	00:00:00	1196.408	1198.555	1181.877	1183.541	79713	0	0
2018.09.28	00:00:00	1183.530	1193.699	1180.744	1191.768	76471	0	0
2018.09.30	00:00:00	1191.410	1192.131	1190.673	1190.872	1971	0	0
2018.10.01	00:00:00	1190.877	1192.040	1184.552	1188.994	75678	0	0
2018.10.02	00:00:00	1189.013	1208.160	1188.721	1205.487	85193	0	0
2018.10.03	00:00:00	1205.491	1208.216	1196.457	1197.928	83865	0	0
2018.10.04	00:00:00	1197.930	1206.649	1195.979	1199.055	85570	0	0
2018.10.05	00:00:00	1199.048	1205.713	1197.220	1202.678	76873	0	0
2018.10.07	00:00:00	1203.120	1203.970	1202.859	1203.755	1636	0	0
2018.10.08	00:00:00	1203.753	1204.040	1182.418	1190.650	78599	0	0
2018.10.09	00:00:00	1190.672	1191.805	1183.311	1189.840	80717	0	0
2018.10.10	00:00:00	1189.827	1194.775	1185.282	1193.880	82027	0	0
2018.10.11	00:00:00	1193.905	1226.272	1191.240	1221.251	101285	0	0
2018.10.12	00:00:00	1221.266	1223.444	1215.814	1217.801	58039	0	0
2018.10.14	00:00:00	1218.857	1220.249	1218.857	1219.204	1383	0	0
2018.10.15	00:00:00	1219.203	1233.204	1219.203	1226.768	57022	0	0
2018.10.16	00:00:00	1226.770	1232.331	1223.343	1224.911	55786	0	0
2018.10.17	00:00:00	1224.911	1229.433	1220.597	1222.194	59947	0	0
2018.10.18	00:00:00	1222.195	1230.053	1218.669	1225.835	61002	0	0
2018.10.19	00:00:00	1225.834	1230.727	1223.113	1226.292	56465	0	0
2018.10.21	00:00:00	1228.066	1228.122	1226.754	1227.274	2346	0	0
2018.10.22	00:00:00	1227.297	1229.485	1220.088	1222.323	53485	0	0
2018.10.23	00:00:00	1222.321	1239.675	1221.890	1230.884	59260	0	0
2018.10.24	00:00:00	1230.866	1235.205	1225.607	1235.166	60899	0	0
2018.10.25	00:00:00	1235.207	1239.116	1228.072	1231.772	61988	0	0
2018.10.26	00:00:00	1231.742	1243.354	1230.045	1233.594	67489	0	0
2018.10.28	00:00:00	1233.097	1233.928	1232.671	1232.738	2310	0	0
2018.10.29	00:00:00	1232.757	1235.328	1224.317	1230.052	74017	0	0
2018.10.30	00:00:00	1230.065	1230.548	1219.892	1222.556	64696	0	0
2018.10.31	00:00:00	1222.560	1222.812	1211.958	1216.016	62395	0	0
2018.11.01	00:00:00	1216.021	1237.330	1215.883	1232.947	65317	0	0
2018.11.02	00:00:00	1232.959	1236.396	1229.748	1232.876	66465	0	0
2018.11.04	00:00:00	1233.117	1234.183	1233.117	1234.042	1457	0	0
2018.11.05	00:00:00	1234.076	1235.088	1226.875	1231.021	58167	0	0
2018.11.06	00:00:00	1231.026	1235.855	1223.466	1227.877	57085	0	0
2018.11.07	00:00:00	1227.878	1236.346	1222.912	1226.040	68059	0	0
2018.11.08	00:00:00	1226.030	1226.861	1220.112	1223.048	62573	0	0
2018.11.09	00:00:00	1223.047	1223.248	1206.739	1209.584	61178	0	0
2018.11.11	00:00:00	1209.544	1210.727	1209.217	1210.726	1496	0	0
2018.11.12	00:00:00	1210.723	1211.388	1200.085	1202.290	56770	0	0
2018.11.13	00:00:00	1202.296	1205.123	1196.294	1203.024	62498	0	0
2018.11.14	00:00:00	1203.022	1216.282	1197.669	1210.970	66949	0	0
2018.11.15	00:00:00	1210.959	1216.339	1207.648	1213.946	66683	0	0
2018.11.16	00:00:00	1213.961	1225.238	1213.826	1221.559	59872	0	0
2018.11.18	00:00:00	1221.955	1222.686	1221.555	1222.522	1413	0	0
2018.11.19	00:00:00	1222.523	1225.160	1218.009	1224.101	58503	0	0
2018.11.20	00:00:00	1224.100	1228.706	1219.922	1221.625	62056	0	0
2018.11.21	00:00:00	1221.627	1230.015	1219.783	1225.745	56140	0	0
2018.11.22	00:00:00	1225.748	1229.014	1224.873	1227.373	37734	0	0
2018.11.23	00:00:00	1227.372	1228.480	1220.299	1222.983	43356	0	0
2018.11.25	00:00:00	1223.581	1224.339	1223.283	1224.300	1484	0	0
2018.11.26	00:00:00	1224.301	1227.983	1221.685	1222.612	52825	0	0
2018.11.27	00:00:00	1222.626	1225.205	1211.898	1214.449	54634	0	0
2018.11.28	00:00:00	1214.463	1226.609	1211.169	1221.009	56538	0	0
2018.11.29	00:00:00	1221.008	1228.931	1220.668	1224.258	58719	0	0
2018.11.30	00:00:00	1224.262	1225.493	1216.663	1222.016	51968	0	0
2018.12.02	00:00:00	1223.023	1223.174	1221.970	1222.050	1661	0	0
2018.12.03	00:00:00	1222.058	1234.883	1221.280	1231.169	60057	0	0
2018.12.04	00:00:00	1231.176	1241.896	1230.498	1238.768	62880	0	0
2018.12.05	00:00:00	1238.722	1238.987	1233.326	1238.256	45730	0	0
2018.12.06	00:00:00	1238.251	1244.259	1234.732	1237.380	65275	0	0
2018.12.07	00:00:00	1237.366	1249.978	1237.290	1248.211	59117	0	0
2018.12.09	00:00:00	1250.260	1250.477	1248.844	1248.988	1833	0	0
2018.12.10	00:00:00	1248.994	1250.265	1241.600	1244.106	59846	0	0
2018.12.11	00:00:00	1244.110	1249.461	1241.008	1243.090	58493	0	0
2018.12.12	00:00:00	1243.089	1247.163	1241.987	1246.085	57568	0	0
2018.12.13	00:00:00	1246.086	1246.679	1240.099	1242.442	55997	0	0
2018.12.14	00:00:00	1242.445	1242.975	1232.889	1238.244	53891	0	0
2018.12.16	00:00:00	1237.299	1237.913	1236.962	1237.071	1210	0	0
2018.12.17	00:00:00	1237.075	1248.032	1235.793	1245.848	53724	0	0
2018.12.18	00:00:00	1245.856	1250.309	1245.033	1249.468	56028	0	0
2018.12.19	00:00:00	1249.474	1257.967	1241.503	1244.137	63717	0	0
2018.12.20	00:00:00	1244.113	1266.419	1242.739	1261.947	70516	0	0
2018.12.21	00:00:00	1261.961	1262.697	1253.951	1255.655	60757	0	0
2018.12.23	00:00:00	1258.600	1259.027	1257.980	1258.859	1593	0	0
2018.12.24	00:00:00	1258.858	1269.488	1258.768	1268.232	47540	0	0
2018.12.26	00:00:00	1273.740	1278.990	1264.572	1269.120	63034	0	0
2018.12.27	00:00:00	1269.123	1278.876	1266.638	1274.689	67585	0	0
2018.12.28	00:00:00	1274.668	1282.053	1274.251	1280.724	61085	0	0
2018.12.30	00:00:00	1280.074	1280.074	1278.913	1279.756	1382	0	0
2018.12.31	00:00:00	1279.746	1284.009	1277.432	1282.507	47714	0	0
2019.01.02	00:00:00	1281.143	1290.153	1278.603	1285.846	61795	0	0
2019.01.03	00:00:00	1285.835	1295.181	1284.588	1295.159	68702	0	0
2019.01.04	00:00:00	1295.157	1298.467	1276.643	1284.718	67319	0	0
2019.01.06	00:00:00	1285.549	1285.938	1284.114	1284.203	1669	0	0
2019.01.07	00:00:00	1284.201	1295.000	1282.631	1288.844	61466	0	0
2019.01.08	00:00:00	1288.845	1290.159	1279.375	1285.131	60767	0	0
2019.01.09	00:00:00	1285.130	1293.820	1280.111	1292.864	63839	0	0
2019.01.10	00:00:00	1292.873	1297.004	1286.093	1287.914	62019	0	0
2019.01.11	00:00:00	1287.925	1295.105	1286.982	1287.468	56988	0	0
2019.01.13	00:00:00	1288.078	1288.572	1287.884	1288.107	1437	0	0
2019.01.14	00:00:00	1288.102	1295.802	1287.934	1291.468	57210	0	0
2019.01.15	00:00:00	1291.471	1294.617	1286.724	1289.585	61327	0	0
2019.01.16	00:00:00	1289.586	1294.911	1287.899	1292.943	57571	0	0
2019.01.17	00:00:00	1292.943	1295.299	1288.779	1292.281	58081	0	0
2019.01.18	00:00:00	1292.283	1292.398	1280.615	1281.482	55927	0	0
2019.01.20	00:00:00	1282.538	1283.237	1282.464	1282.578	1347	0	0
2019.01.21	00:00:00	1282.587	1283.519	1276.770	1279.645	39295	0	0
2019.01.22	00:00:00	1279.649	1285.467	1277.405	1284.553	55284	0	0
2019.01.23	00:00:00	1284.559	1286.460	1278.670	1283.727	54652	0	0
2019.01.24	00:00:00	1283.723	1284.749	1276.792	1281.302	56607	0	0
2019.01.25	00:00:00	1281.339	1303.585	1279.946	1303.105	56461	0	0
2019.01.27	00:00:00	1302.403	1302.517	1299.918	1300.004	1606	0	0
2019.01.28	00:00:00	1300.002	1304.369	1297.679	1303.816	54353	0	0
2019.01.29	00:00:00	1303.823	1311.923	1302.677	1310.694	55495	0	0
2019.01.30	00:00:00	1310.700	1323.308	1309.012	1319.211	59931	0	0
2019.01.31	00:00:00	1319.212	1326.176	1317.425	1321.024	59286	0	0
2019.02.01	00:00:00	1321.026	1323.471	1316.102	1317.652	55804	0	0
2019.02.03	00:00:00	1317.638	1317.886	1316.529	1317.116	1391	0	0
2019.02.04	00:00:00	1317.133	1317.485	1308.627	1311.736	54055	0	0
2019.02.05	00:00:00	1311.737	1316.817	1310.721	1314.953	52813	0	0
2019.02.06	00:00:00	1314.948	1315.779	1305.718	1306.605	53679	0	0
2019.02.07	00:00:00	1306.596	1311.889	1302.797	1310.419	56872	0	0
2019.02.08	00:00:00	1310.427	1315.583	1307.770	1313.957	51685	0	0
2019.02.10	00:00:00	1313.520	1313.932	1313.372	1313.651	1254	0	0
2019.02.11	00:00:00	1313.637	1314.820	1303.694	1307.749	54095	0	0
2019.02.12	00:00:00	1307.748	1314.713	1306.502	1310.253	55007	0	0
2019.02.13	00:00:00	1310.250	1318.083	1305.036	1307.607	57252	0	0
2019.02.14	00:00:00	1307.612	1314.308	1302.365	1311.890	59459	0	0
2019.02.15	00:00:00	1311.891	1322.507	1311.365	1321.083	53854	0	0
2019.02.17	00:00:00	1320.975	1321.303	1320.583	1321.084	1512	0	0
2019.02.18	00:00:00	1321.101	1327.572	1320.844	1326.386	39179	0	0
2019.02.19	00:00:00	1326.382	1341.724	1322.820	1339.516	56429	0	0
2019.02.20	00:00:00	1339.515	1346.657	1336.863	1340.575	61300	0	0
2019.02.21	00:00:00	1340.573	1341.444	1320.910	1325.818	64108	0	0
2019.02.22	00:00:00	1325.847	1333.047	1321.512	1327.794	56436	0	0
2019.02.24	00:00:00	1327.607	1328.511	1327.511	1327.710	1405	0	0
2019.02.25	00:00:00	1327.717	1332.513	1325.132	1327.498	57244	0	0
2019.02.26	00:00:00	1327.502	1330.145	1323.487	1329.220	56827	0	0
2019.02.27	00:00:00	1329.212	1329.852	1316.911	1321.107	54664	0	0
2019.02.28	00:00:00	1321.086	1327.241	1312.565	1314.180	59098	0	0
2019.03.01	00:00:00	1314.182	1315.118	1290.161	1293.279	60431	0	0
2019.03.03	00:00:00	1295.386	1296.153	1295.016	1295.190	1759	0	0
2019.03.04	00:00:00	1295.206	1297.002	1282.833	1287.066	58963	0	0
2019.03.05	00:00:00	1287.065	1289.509	1281.209	1287.907	57904	0	0
2019.03.06	00:00:00	1287.909	1290.858	1283.601	1287.071	57416	0	0
2019.03.07	00:00:00	1287.096	1288.961	1280.832	1285.953	57733	0	0
2019.03.08	00:00:00	1285.971	1300.681	1285.198	1298.274	60733	0	0
2019.03.10	00:00:00	1296.869	1297.359	1296.613	1297.210	1349	0	0
2019.03.11	00:00:00	1297.214	1299.054	1290.453	1292.538	50252	0	0
2019.03.12	00:00:00	1292.576	1302.114	1292.422	1301.879	52487	0	0
2019.03.13	00:00:00	1301.908	1311.195	1301.674	1309.352	51708	0	0
2019.03.14	00:00:00	1309.353	1309.757	1292.842	1296.080	54687	0	0
2019.03.15	00:00:00	1296.081	1306.327	1293.963	1302.208	51191	0	0
2019.03.17	00:00:00	1302.109	1302.301	1300.568	1300.579	2466	0	0
2019.03.18	00:00:00	1300.586	1306.640	1298.185	1303.442	50125	0	0
2019.03.19	00:00:00	1303.445	1310.827	1303.414	1306.199	50818	0	0
2019.03.20	00:00:00	1306.189	1316.902	1298.671	1315.391	58303	0	0
2019.03.21	00:00:00	1315.392	1320.305	1303.262	1308.571	57371	0	0
2019.03.22	00:00:00	1308.575	1314.894	1306.820	1313.223	55299	0	0
2019.03.24	00:00:00	1313.470	1313.771	1311.644	1311.644	2504	0	0
2019.03.25	00:00:00	1311.608	1324.425	1310.994	1321.287	54198	0	0
2019.03.26	00:00:00	1321.300	1322.142	1312.681	1316.399	55212	0	0
2019.03.27	00:00:00	1316.408	1319.235	1308.129	1309.363	57875	0	0
2019.03.28	00:00:00	1309.360	1312.260	1288.539	1291.520	57463	0	0
2019.03.29	00:00:00	1291.526	1299.724	1286.575	1292.057	54645	0	0
2019.03.31	00:00:00	1292.237	1293.188	1291.446	1291.714	2757	0	0
2019.04.01	00:00:00	1291.725	1296.942	1286.498	1287.363	55035	0	0
2019.04.02	00:00:00	1287.366	1292.826	1285.247	1291.736	51367	0	0
2019.04.03	00:00:00	1291.734	1294.476	1288.390	1291.814	50821	0	0
2019.04.04	00:00:00	1291.813	1294.318	1280.894	1292.117	51525	0	0
2019.04.05	00:00:00	1292.125	1293.106	1284.390	1291.374	48582	0	0
2019.04.07	00:00:00	1292.246	1293.615	1291.401	1291.755	2356	0	0
2019.04.08	00:00:00	1291.725	1303.639	1291.659	1297.977	47828	0	0
2019.04.09	00:00:00	1297.973	1306.112	1296.566	1304.616	49358	0	0
2019.04.10	00:00:00	1304.609	1310.529	1300.937	1308.043	51311	0	0
2019.04.11	00:00:00	1308.044	1308.315	1289.673	1292.195	53047	0	0
2019.04.12	00:00:00	1292.165	1295.691	1290.021	1290.433	47909	0	0
2019.04.14	00:00:00	1291.299	1291.907	1289.320	1289.732	2555	0	0
2019.04.15	00:00:00	1289.701	1290.324	1282.493	1288.357	49196	0	0
2019.04.16	00:00:00	1288.355	1288.360	1272.935	1276.587	51754	0	0
2019.04.17	00:00:00	1276.568	1279.720	1273.014	1274.169	48992	0	0
2019.04.18	00:00:00	1274.170	1277.605	1271.069	1275.593	46895	0	0
2019.04.22	00:00:00	1276.818	1279.736	1273.789	1274.590	38697	0	0
2019.04.23	00:00:00	1274.629	1276.436	1266.285	1271.399	45978	0	0
2019.04.24	00:00:00	1271.414	1278.443	1268.690	1274.664	48828	0	0
2019.04.25	00:00:00	1274.667	1282.534	1273.354	1278.608	48862	0	0
2019.04.26	00:00:00	1278.573	1288.629	1274.502	1285.879	49493	0	0
2019.04.28	00:00:00	1285.979	1286.616	1285.712	1285.822	1974	0	0
2019.04.29	00:00:00	1285.823	1286.580	1278.063	1280.369	44473	0	0
2019.04.30	00:00:00	1280.367	1286.142	1279.854	1283.142	48635	0	0
2019.05.01	00:00:00	1283.119	1287.164	1273.002	1277.049	50643	0	0
2019.05.02	00:00:00	1277.050	1277.372	1266.240	1270.734	49762	0	0
2019.05.03	00:00:00	1270.733	1282.498	1268.470	1278.982	45181	0	0
2019.05.05	00:00:00	1282.584	1285.752	1281.669	1284.203	5254	0	0
2019.05.06	00:00:00	1284.199	1285.111	1276.985	1282.850	51895	0	0
2019.05.07	00:00:00	1282.852	1286.016	1278.185	1284.785	51611	0	0
2019.05.08	00:00:00	1284.789	1291.395	1279.357	1281.319	52457	0	0
2019.05.09	00:00:00	1281.318	1288.114	1279.337	1283.708	55670	0	0
2019.05.10	00:00:00	1283.712	1289.351	1283.144	1285.684	53677	0	0
2019.05.12	00:00:00	1287.211	1288.026	1286.841	1287.175	2731	0	0
2019.05.13	00:00:00	1287.176	1301.690	1281.943	1301.690	51886	0	0
2019.05.14	00:00:00	1301.694	1303.240	1293.705	1297.074	48675	0	0
2019.05.15	00:00:00	1297.042	1300.817	1293.005	1296.476	50330	0	0
2019.05.16	00:00:00	1296.477	1298.663	1284.072	1285.838	48593	0	0
2019.05.17	00:00:00	1285.808	1288.879	1274.870	1277.647	47596	0	0
2019.05.19	00:00:00	1278.353	1278.841	1276.969	1277.713	2338	0	0
2019.05.20	00:00:00	1277.709	1278.891	1273.647	1277.401	46577	0	0
2019.05.21	00:00:00	1277.406	1277.410	1269.472	1274.591	44714	0	0
2019.05.22	00:00:00	1274.590	1277.217	1272.455	1274.226	43484	0	0
2019.05.23	00:00:00	1274.218	1287.194	1272.774	1284.127	50247	0	0
2019.05.24	00:00:00	1284.094	1285.154	1280.742	1284.805	44502	0	0
2019.05.26	00:00:00	1285.418	1285.576	1284.100	1284.679	2102	0	0
2019.05.27	00:00:00	1284.675	1287.325	1283.743	1285.687	29056	0	0
2019.05.28	00:00:00	1285.694	1286.519	1276.128	1279.875	49023	0	0
2019.05.29	00:00:00	1279.865	1285.447	1279.065	1279.836	52850	0	0
2019.05.30	00:00:00	1279.841	1290.554	1274.984	1290.435	49701	0	0
2019.05.31	00:00:00	1290.427	1306.834	1290.347	1305.484	55603	0	0
2019.06.02	00:00:00	1306.676	1309.387	1306.440	1309.259	3687	0	0
2019.06.03	00:00:00	1309.255	1327.910	1308.503	1325.116	59061	0	0
2019.06.04	00:00:00	1325.099	1328.977	1319.935	1325.293	58319	0	0
2019.06.05	00:00:00	1325.289	1343.990	1325.289	1330.876	63021	0	0
2019.06.06	00:00:00	1330.873	1339.718	1327.219	1333.393	58180	0	0
2019.06.07	00:00:00	1333.396	1348.180	1330.178	1340.699	53611	0	0
2019.06.09	00:00:00	1334.672	1335.765	1333.279	1334.981	3631	0	0
2019.06.10	00:00:00	1334.964	1337.615	1325.084	1329.238	53695	0	0
2019.06.11	00:00:00	1329.241	1329.791	1319.857	1327.709	51756	0	0
2019.06.12	00:00:00	1327.712	1338.259	1325.990	1333.523	55692	0	0
2019.06.13	00:00:00	1333.520	1344.552	1332.371	1344.433	55675	0	0
2019.06.14	00:00:00	1344.434	1358.042	1337.781	1341.217	58639	0	0
2019.06.16	00:00:00	1341.811	1341.999	1338.505	1338.532	2853	0	0
2019.06.17	00:00:00	1338.534	1343.424	1332.970	1339.654	55819	0	0
2019.06.18	00:00:00	1339.656	1354.524	1338.590	1345.447	63058	0	0
2019.06.19	00:00:00	1345.453	1362.504	1341.317	1357.883	67788	0	0
2019.06.20	00:00:00	1357.890	1393.816	1357.890	1390.810	81132	0	0
2019.06.21	00:00:00	1390.790	1411.560	1382.379	1399.452	78295	0	0
2019.06.23	00:00:00	1400.407	1410.164	1400.295	1406.811	6467	0	0
2019.06.24	00:00:00	1406.850	1425.953	1400.695	1425.209	71040	0	0
2019.06.25	00:00:00	1425.223	1439.001	1411.903	1418.335	92420	0	0
2019.06.26	00:00:00	1418.358	1420.489	1401.959	1410.685	78405	0	0
2019.06.27	00:00:00	1410.700	1411.999	1398.530	1411.055	67373	0	0
2019.06.28	00:00:00	1411.014	1424.526	1405.670	1409.677	63297	0	0
2019.06.30	00:00:00	1393.072	1397.690	1389.255	1392.085	7789	0	0
2019.07.01	00:00:00	1392.040	1396.989	1381.774	1385.483	70066	0	0
2019.07.02	00:00:00	1385.489	1436.051	1383.866	1431.221	73032	0	0
2019.07.03	00:00:00	1431.263	1437.668	1412.029	1418.383	74505	0	0
2019.07.04	00:00:00	1418.394	1424.110	1410.205	1420.899	45540	0	0
2019.07.05	00:00:00	1420.909	1421.301	1386.529	1398.739	66980	0	0
2019.07.07	00:00:00	1399.279	1399.306	1392.706	1395.651	4858	0	0
2019.07.08	00:00:00	1395.637	1407.526	1391.726	1394.305	59850	0	0
2019.07.09	00:00:00	1394.281	1399.945	1385.732	1395.216	58771	0	0
2019.07.10	00:00:00	1395.241	1422.438	1389.917	1421.981	67623	0	0
2019.07.11	00:00:00	1421.965	1427.032	1400.823	1403.926	66594	0	0
2019.07.12	00:00:00	1403.949	1416.790	1403.075	1415.346	56743	0	0
2019.07.14	00:00:00	1416.621	1419.668	1412.835	1416.199	4426	0	0
2019.07.15	00:00:00	1416.200	1418.197	1407.713	1415.433	55588	0	0
2019.07.16	00:00:00	1415.422	1416.205	1400.935	1405.188	58670	0	0
2019.07.17	00:00:00	1405.167	1428.460	1400.082	1424.592	59017	0	0
2019.07.18	00:00:00	1424.629	1452.884	1414.550	1442.887	74356	0	0
2019.07.19	00:00:00	1442.892	1445.205	1420.192	1425.402	68418	0	0
2019.07.21	00:00:00	1426.629	1427.068	1423.581	1425.038	3530	0	0
2019.07.22	00:00:00	1425.040	1429.939	1422.251	1423.655	56810	0	0
2019.07.23	00:00:00	1423.647	1429.963	1414.109	1417.011	60691	0	0
2019.07.24	00:00:00	1417.012	1429.391	1416.505	1425.282	53887	0	0
2019.07.25	00:00:00	1425.248	1433.723	1411.072	1415.008	58933	0	0
2019.07.26	00:00:00	1415.009	1424.753	1413.451	1418.343	48671	0	0
2019.07.28	00:00:00	1420.739	1420.858	1419.289	1420.079	2201	0	0
2019.07.29	00:00:00	1420.086	1428.062	1414.680	1424.462	47775	0	0
2019.07.30	00:00:00	1424.460	1433.146	1422.268	1430.766	47073	0	0
2019.07.31	00:00:00	1430.785	1434.227	1410.546	1412.164	64701	0	0
2019.08.01	00:00:00	1412.168	1446.613	1400.490	1438.129	75995	0	0
2019.08.02	00:00:00	1438.118	1447.895	1430.254	1440.772	74250	0	0
2019.08.04	00:00:00	1440.304	1441.167	1436.728	1439.554	3094	0	0
2019.08.05	00:00:00	1439.575	1474.680	1438.704	1473.969	82886	0	0
2019.08.06	00:00:00	1473.956	1477.268	1456.421	1476.792	72008	0	0
2019.08.07	00:00:00	1476.772	1510.312	1474.569	1501.585	90924	0	0
2019.08.08	00:00:00	1501.567	1509.418	1489.833	1504.156	76543	0	0
2019.08.09	00:00:00	1504.153	1507.929	1494.751	1497.137	61836	0	0
